fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2019-03-31,USD,566000000,4541000000,3975000000,80843000,-522000000,704000000,340000000,1088000000,8762000,-157453000,547000,158000000,235829000,26000000,299000000,467577000,-679000000,23000000,157453000,-667645000,-729000000,-521000000,-54232000,-702000000,TSLA
2018-12-31,USD,1443000000,7226000000,5783000000,25289000,414000000,668000000,356000000,1029000000,7348000,-174723000,277000,175000000,7441796000,-14000000,313000000,496737000,162000000,22000000,174723000,1442900000,123000000,337000000,832821000,140000000,TSLA
2018-09-30,USD,1524000000,6824000000,5300000000,-5312887000,416000000,730000000,351000000,1108000000,6907000,-175220000,-220000,175000000,7044874000,23000000,300000000,502825000,328000000,17000000,175220000,254673000,301000000,503000000,1006208000,311000000,TSLA
2018-06-30,USD,619000000,4002000000,3383301000,2860012000,-621392000,750759000,386129000,1240322000,5064000,-163582000,None,163582000,4242047000,50911000,251800000,485255000,-704293000,13707000,163582000,-742706000,-781915000,-540711000,-54995000,-718000000,TSLA
2018-03-31,USD,456000000,3409000000,2952225000,2485306000,-596974000,686404000,367096000,1053500000,5214000,-149546000,None,149546000,3482289000,-37716000,245200000,416233000,-703395000,5605000,149546000,-784627000,-659978000,-553849000,-137616000,-709000000,TSLA
2017-12-31,USD,438786000,3288249000,2849199000,2381164000,-598055000,682790000,354564000,1037354000,6280000,-146363000,-259000,146104000,230580000,-41304000,None,469606000,-683990000,-8640000,146363000,438786000,-663940000,-537886000,-68280000,-675350000,TSLA
2017-09-30,USD,449140000,2984675000,2535535000,1992910000,-535480000,652998000,331622000,984620000,5531000,-117109000,None,117109000,286158000,-24390000,None,400624000,-619661000,-285000,117109000,-671163000,-609087000,-502552000,-101928000,-619376000,TSLA
2017-06-30,USD,666615000,2789557000,2122942000,1676340000,-240916000,537757000,369774000,907531000,4785000,-108441000,None,108441000,272764000,-41208000,None,389171000,-320750000,15647000,108441000,-401427000,-304667000,-212309000,176862000,-336397000,TSLA
2017-03-31,USD,667946000,2696270000,2028324000,1675340000,-257549000,603455000,322040000,925495000,3090000,-99346000,None,99346000,208356000,-18098000,None,376602000,-304999000,25278000,99346000,-397181000,-327306000,-205653000,170949000,-330277000,TSLA
2016-12-31,USD,435278000,2284631000,1849353000,1614167000,-266698000,456016000,245960000,701976000,2179000,-65104000,None,65104000,271827000,121224000,None,326939000,-110267000,11070000,65104000,435278000,-170387000,-45163000,281776000,-121337000,TSLA
2021-09-30,USD,23235000000,29006000000,5771000000,5771000000,10423000000,6500000000,6316000000,13028000000,None,-4000000,120000000,4000000,29010000000,142000000,1870000000,212000000,10565000000,1371000000,4000000,9194000000,8702000000,10423000000,10781000000,9194000000,FB
2021-06-30,USD,23674000000,29073000000,5399000000,5399000000,12367000000,5215000000,6096000000,11516000000,None,-4000000,121000000,4000000,29077000000,146000000,1860000000,205000000,12513000000,2119000000,4000000,10394000000,10525000000,12367000000,12722000000,10394000000,FB
2021-03-31,USD,21036000000,26167000000,5131000000,5131000000,11378000000,4465000000,5197000000,9861000000,None,-4000000,118000000,4000000,26171000000,125000000,1850000000,199000000,11503000000,2006000000,4000000,9497000000,8724000000,11378000000,11706000000,9497000000,FB
2020-12-31,USD,22730000000,27940000000,5210000000,5210000000,12775000000,4880000000,5207000000,10282000000,None,-3000000,136000000,3000000,27943000000,280000000,1740000000,195000000,13055000000,1836000000,3000000,11219000000,11838000000,12775000000,13253000000,11219000000,FB
2020-09-30,USD,17272000000,21466000000,4194000000,4194000000,8040000000,4473000000,4763000000,9424000000,None,-4000000,146000000,4000000,21470000000,93000000,1580000000,188000000,8133000000,287000000,4000000,7846000000,8296000000,8040000000,8325000000,7846000000,FB
2020-06-30,USD,14854000000,18683000000,3829000000,3829000000,5963000000,4433000000,4462000000,9073000000,None,-4000000,162000000,4000000,18687000000,168000000,1580000000,178000000,6131000000,953000000,4000000,5178000000,5580000000,5963000000,6313000000,5178000000,FB
2020-03-31,USD,14275000000,17734000000,3459000000,3459000000,5893000000,4370000000,4015000000,8753000000,None,-3000000,228000000,3000000,17737000000,-32000000,1490000000,171000000,5861000000,959000000,3000000,4902000000,4847000000,5893000000,6035000000,4902000000,FB
2019-12-31,USD,17475000000,20966000000,3491000000,3491000000,8858000000,4855000000,3878000000,8893000000,None,-11000000,249000000,11000000,20977000000,311000000,1360000000,160000000,9169000000,1820000000,11000000,7349000000,7709000000,8858000000,9340000000,7349000000,FB
2019-09-30,USD,14493000000,17648000000,3155000000,3155000000,7185000000,3764000000,3548000000,7508000000,None,-4000000,258000000,4000000,17652000000,144000000,1270000000,196000000,7329000000,1238000000,4000000,6091000000,5725000000,7185000000,7529000000,6091000000,FB
2019-06-30,USD,13576000000,16883000000,3307000000,3307000000,4626000000,5638000000,3315000000,9156000000,None,-3000000,219000000,3000000,16886000000,206000000,1340000000,203000000,4832000000,2216000000,3000000,2616000000,2914000000,4626000000,5038000000,2616000000,FB
2019-03-31,USD,12261000000,15077000000,2816000000,2816000000,3317000000,6084000000,2860000000,9100000000,None,-2000000,198000000,2000000,15077000000,165000000,1200000000,156000000,3482000000,1053000000,2000000,2429000000,2408000000,3317000000,3640000000,2429000000,FB
2018-12-31,USD,13896000000,16692000000,2796000000,2796000000,7820000000,3443000000,2855000000,6532000000,None,None,None,-9000000,16701000000,151000000,None,157000000,7971000000,1089000000,None,6882000000,6899000000,7820000000,7977000000,6882000000,FB
2018-09-30,USD,11309000000,13727000000,2418000000,2418000000,5781000000,2871000000,2657000000,5684000000,None,None,None,-9000000,13727000000,131000000,None,156000000,5912000000,775000000,None,5137000000,5078000000,5781000000,5937000000,5137000000,FB
2018-06-30,USD,11017000000,13231000000,2214000000,2214000000,5863000000,2631000000,2523000000,5312000000,None,None,None,-9000000,13231000000,5000000,None,158000000,5868000000,762000000,None,5106000000,4713000000,5863000000,6021000000,5106000000,FB
2018-03-31,USD,10039000000,11966000000,1927000000,1927000000,5449000000,2352000000,2238000000,4759000000,None,None,None,-9000000,11966000000,161000000,None,169000000,5610000000,622000000,None,4988000000,4921000000,5449000000,5618000000,4988000000,FB
2017-12-31,USD,11361000000,12972000000,1611000000,1611000000,7352000000,2060000000,1949000000,4227000000,None,None,None,-6000000,-27687000000,109000000,None,170000000,7462000000,3193000000,None,4269000000,4242000000,7352000000,7522000000,4269000000,FB
2017-09-30,USD,8880000000,10328000000,1448000000,1448000000,5122000000,1706000000,2052000000,3931000000,None,None,None,None,10328000000,114000000,None,173000000,5236000000,529000000,None,4707000000,4877000000,5122000000,5295000000,4707000000,FB
2017-06-30,USD,8084000000,9321000000,1237000000,1237000000,4401000000,1764000000,1919000000,3857000000,None,None,None,None,9321000000,87000000,None,174000000,4488000000,594000000,None,3894000000,4150000000,4401000000,4575000000,3894000000,FB
2017-03-31,USD,6873000000,8032000000,1159000000,1159000000,3327000000,1712000000,1834000000,3721000000,None,None,None,None,8032000000,81000000,None,175000000,3408000000,344000000,None,3064000000,3141000000,3327000000,3502000000,3064000000,FB
2016-12-31,USD,7762000000,8809000000,1047000000,1048000000,4567000000,1636000000,1563000000,3459000000,None,None,None,-10000000,None,-32000000,None,183000000,4533000000,964000000,None,4273000000,3238000000,4567000000,4750000000,3569000000,FB
2021-10-31,USD,4631000000,7103000000,2472000000,2472000000,2671000000,557000000,1403000000,1960000000,7000000,-62000000,7000000,62000000,None,22000000,None,143000000,2638000000,174000000,62000000,2464000000,2465000000,2700000000,2843000000,2464000000,NVDA
2021-08-01,USD,4215000000,6507000000,2292000000,2292000000,2444000000,526000000,1245000000,1771000000,6000000,-60000000,6000000,60000000,None,4000000,None,286000000,2394000000,20000000,60000000,2374000000,2368000000,2454000000,2740000000,2374000000,NVDA
2021-05-02,USD,3629000000,5661000000,2032000000,2032000000,1956000000,520000000,1153000000,1673000000,6000000,-53000000,6000000,53000000,None,135000000,None,281000000,2044000000,132000000,53000000,1912000000,1907000000,2097000000,2378000000,1912000000,NVDA
2021-01-31,USD,3156000000,4819000000,4885000000,1847000000,1507000000,503000000,1146000000,1649000000,7000000,-53000000,6000000,53000000,None,9000000,None,288000000,1470000000,13000000,53000000,1457000000,1464000000,1523000000,1811000000,1457000000,NVDA
2020-10-25,USD,2960000000,4726000000,1766000000,1766000000,1398000000,515000000,1047000000,1562000000,7000000,-53000000,7000000,53000000,None,-4000000,None,299000000,1348000000,12000000,53000000,1336000000,1344000000,1401000000,1700000000,1336000000,NVDA
2020-07-26,USD,2275000000,3866000000,1591000000,1591000000,651000000,627000000,997000000,1624000000,13000000,-54000000,13000000,54000000,None,-1000000,None,404000000,609000000,-13000000,54000000,622000000,636000000,663000000,1067000000,622000000,NVDA
2020-04-26,USD,2004000000,3080000000,1076000000,1076000000,976000000,293000000,735000000,1028000000,31000000,-25000000,31000000,25000000,None,-1000000,None,107000000,981000000,64000000,25000000,917000000,906000000,1006000000,1113000000,917000000,NVDA
2020-01-26,USD,2015000000,3105000000,1090000000,1090000000,990000000,287000000,738000000,1025000000,41000000,-13000000,41000000,13000000,3105000000,-2000000,None,106000000,1015000000,65000000,13000000,2015000000,955000000,1028000000,1134000000,950000000,NVDA
2019-10-27,USD,1916000000,3014000000,1098000000,1098000000,927000000,277000000,712000000,989000000,45000000,-13000000,45000000,13000000,3014000000,0,None,92000000,959000000,60000000,13000000,899000000,897000000,972000000,1064000000,899000000,NVDA
2019-07-28,USD,1541000000,2579000000,1038000000,1038000000,571000000,266000000,704000000,970000000,47000000,-13000000,47000000,13000000,2579000000,1000000,None,92000000,606000000,54000000,13000000,552000000,553000000,619000000,711000000,552000000,NVDA
2019-04-28,USD,1296000000,2220000000,924000000,924000000,358000000,264000000,674000000,938000000,44000000,-13000000,44000000,13000000,2220000000,0,None,91000000,389000000,-5000000,13000000,394000000,404000000,402000000,493000000,394000000,NVDA
2019-01-27,USD,1207000000,2205000000,998000000,998000000,294000000,266000000,647000000,913000000,42000000,-14000000,None,14000000,2205000000,2000000,None,78000000,325000000,-242000000,14000000,1207000000,578000000,339000000,417000000,567000000,NVDA
2018-10-28,USD,1921000000,3181000000,1260000000,1260000000,1058000000,258000000,605000000,863000000,37000000,-15000000,None,15000000,3181000000,1000000,None,68000000,1081000000,-149000000,15000000,1230000000,1229000000,1096000000,1164000000,1230000000,NVDA
2018-07-29,USD,1975000000,3123000000,1148000000,1148000000,1157000000,237000000,581000000,818000000,32000000,-14000000,None,14000000,3123000000,5000000,None,58000000,1180000000,79000000,14000000,1101000000,1101000000,1194000000,1252000000,1101000000,NVDA
2018-04-29,USD,2068000000,3207000000,1139000000,1139000000,1295000000,231000000,542000000,773000000,25000000,-15000000,None,15000000,0,6000000,None,57000000,1311000000,67000000,15000000,1244000000,1239000000,1326000000,1383000000,1244000000,NVDA
2018-01-28,USD,1801000000,2911000000,1110000000,1110000000,1073000000,221000000,507000000,728000000,21000000,-15000000,None,15000000,2911000000,0,None,54000000,1078000000,-40000000,15000000,1801000000,1114000000,1093000000,1147000000,1118000000,NVDA
2017-10-29,USD,1569000000,2636000000,1067000000,1067000000,895000000,212000000,462000000,674000000,17000000,-15000000,None,15000000,-1000000,-1000000,None,50000000,896000000,58000000,16000000,838000000,836000000,911000000,961000000,838000000,NVDA
2017-07-30,USD,1302000000,2230000000,928000000,928000000,688000000,198000000,416000000,614000000,15000000,-15000000,None,15000000,-3000000,-4000000,None,49000000,684000000,101000000,18000000,583000000,586000000,699000000,748000000,583000000,NVDA
2017-04-30,USD,1150000000,1937000000,787000000,787000000,554000000,185000000,411000000,596000000,16000000,-16000000,None,16000000,-14000000,-18000000,None,47000000,536000000,29000000,30000000,507000000,510000000,552000000,599000000,507000000,NVDA
2017-01-29,USD,1303000000,2173000000,870000000,870000000,733000000,176000000,394000000,570000000,17000000,-19000000,None,19000000,-1000000,-6000000,None,47000000,726000000,71000000,25000000,1303000000,643000000,745000000,792000000,655000000,NVDA
2021-09-30,TWD,212746195000,414567890000,201821695000,201821695000,171003548000,8929793000,30866634000,41742647000,None,22481000,1536000000,1334063000,None,None,None,107026739000,173851639000,17372485000,None,201164203000,None,174964835000,281991574000,156258287000,TSM
2021-06-30,TWD,186196770000,372107859000,185911089000,185911089000,145667210000,7826555000,30873342000,40529560000,None,294282000,1466000000,1134405000,None,None,None,103805182000,149375511000,11971360000,None,134481716000,None,150395772000,254200954000,137290007000,TSM
2021-03-31,TWD,195236305000,361580627000,166344322000,166344322000,157120176000,6387579000,29940323000,38116129000,None,688809000,1956000000,768627000,None,None,None,97561795000,161076481000,25402039000,None,139738749000,None,161795713000,259357508000,135625047000,TSM
2020-12-31,TWD,195236325000,361580556000,166344231000,166344231000,157120174000,6387572000,29940412000,38116151000,None,884424000,2240000000,768627000,None,None,None,97561886000,161107361000,18282837000,None,142824524000,None,161817898000,259379784000,142766434000,TSM
2020-09-30,TWD,190493496000,356439030000,165945534000,165945534000,150047349000,9272555000,29683751000,40446147000,None,1524799000,4820918000,373164000,None,None,None,94733076000,155124003000,17745852000,None,185714412000,None,155429056000,250162132000,137310040000,TSM
2020-06-30,TWD,164623791000,310629333000,146005542000,146005542000,131094538000,6894405000,24893043000,33529253000,None,2069217000,4857965000,409145000,None,None,None,70875252000,136398638000,15506124000,None,120892514000,None,136737462000,207612714000,120822193000,TSM
